Code Acte;N°;Désignation de la Prestation;Montant Global  TTC;"Montant pris en charge par l’entreprise (soit 80% TTC) plafonnés à 250;000;00DA TTC";Montant pris en charge par le bénéficiaire (soit 20% ou +  TTC);;
04TPI35100023;23;Enteroscanner APC;"14;000.00";"11;200.00";"2;800.00";;
04TPI35100024;24;ETF;"2;000.00";"1;600.00";400.00;;
04TPI35100025;25;Fistulographie;"6;000.00";"4;800.00";"1;200.00";;
04TPI35100026;26;Hystérosalpingographie;"8;000.00";"6;400.00";"1;600.00";;
04TPI35100027;27;Mammographie + écho -mammaire;"4;000.00";"3;200.00";800.00;;
04TPI35100028;28;Panoramique dentaire ;"1;500.00";"1;200.00";300.00;;
04TPI35100029;29;Radio :ASP   ;"1;500.00";"1;200.00";300.00;;
04TPI35100030;30;Radio :Avant-bras face et profil;"2;000.00";"1;600.00";400.00;;
04TPI35100031;31;Radio :Avant-bras face ou profil ;"1;500.00";"1;200.00";300.00;;
04TPI35100032;32;Radio :Bassin face ;"1;500.00";"1;200.00";300.00;;
04TPI35100033;33;Radio :Bras face et profil;"2;000.00";"1;600.00";400.00;;
04TPI35100034;34;Radio :Bras face ou profil;"1;500.00";"1;200.00";300.00;;
04TPI35100035;35;Radio :Cavum ;"1;500.00";"1;200.00";300.00;;
04TPI35100036;36;Radio :Cheville face et profil ;"2;000.00";"1;600.00";400.00;;
04TPI35100037;37;Radio :Cheville face ou profil;"1;500.00";"1;200.00";300.00;;
04TPI35100038;38;Radio :Colonne cervicale face et profil ;"2;000.00";"1;600.00";400.00;;
04TPI35100039;39;Radio :Colonne cervicale face ou profil ;"1;500.00";"1;200.00";300.00;;
04TPI35100040;40;Radio :Colonne dorsale face et profil;"2;000.00";"1;600.00";400.00;;
04TPI35100041;41;Radio :Colonne dorsale face ou profil ;"1;500.00";"1;200.00";300.00;;
04TPI35100042;42;Radio :Colonne lombaire face et profil ;"2;000.00";"1;600.00";400.00;;
04TPI35100043;43;Radio :Colonne lombaire face ou profil ;"1;500.00";"1;200.00";300.00;;
04TPI35100044;44;Radio :Coude face et profil ;"2;000.00";"1;600.00";400.00;;
04TPI35100045;45;Radio :Coude face ou profil;"1;500.00";"1;200.00";300.00;;
04TPI35100046;46;Radio :Crane face et profil;"2;000.00";"1;600.00";400.00;;
04TPI35100047;47;Radio :Crane face ou profil;"1;500.00";"1;200.00";300.00;;
04TPI35100048;48;Radio :Cuisse face et profil ;"2;000.00";"1;600.00";400.00;;
04TPI35100049;49;Radio :Cuisse face ou profil;"1;500.00";"1;200.00";300.00;;
04TPI35100050;50;Radio :Epaule face et profil;"2;000.00";"1;600.00";400.00;;
04TPI35100051;51;Radio :Epaule face ou profil ;"1;500.00";"1;200.00";300.00;;
04TPI35100052;52;Radio :Genou face et profil ;"2;000.00";"1;600.00";400.00;;
04TPI35100053;53;Radio :Genou face ou profil ;"1;500.00";"1;200.00";300.00;;
04TPI35100054;54;Radio :Hanche face et profil ;"2;000.00";"1;600.00";400.00;;
04TPI35100055;55;Radio :Hanche face ou profil ;"1;500.00";"1;200.00";300.00;;
04TPI35100056;56;Radio :Hirtz ;"1;500.00";"1;200.00";300.00;;
04TPI35100057;57;Radio :Incidences fémoropatellaires (05);"3;000.00";"2;400.00";600.00;;
04TPI35100058;58;Radio :Jambe face et profil  ;"2;000.00";"1;600.00";400.00;;
04TPI35100059;59;Radio :Jambe face ou profil ;"1;500.00";"1;200.00";300.00;;
04TPI35100060;60;Radio :Main face et profil;"2;000.00";"1;600.00";400.00;;
04TPI35100061;61;Radio :Main face ou profil;"1;500.00";"1;200.00";300.00;;
04TPI35100062;62;Radio :OPN;"1;500.00";"1;200.00";300.00;;
04TPI35100063;63;Radio :Pied de face ou profil;"1;500.00";"1;200.00";300.00;;
04TPI35100064;64;Radio :Pied face et profil ;"2;000.00";"1;600.00";400.00;;
04TPI35100065;65;Radio :Poignet face et profil;"2;000.00";"1;600.00";400.00;;
04TPI35100066;66;Radio :Poignet face ou profil;"1;500.00";"1;200.00";300.00;;
04TPI35100067;67;Radio :Sinus NFP;"1;500.00";"1;200.00";300.00;;
04TPI35100068;68;Radio :Sinus NMP;"1;500.00";"1;200.00";300.00;;
04TPI35100069;69;Radio :Sinus NMP+NFP;"2;000.00";"1;600.00";400.00;;
04TPI35100070;70;Radiographie thoracique  face et profil ;"2;000.00";"1;600.00";400.00;;
04TPI35100071;71;Radiographie thoracique  face ou profil ;"1;500.00";"1;200.00";300.00;;
04TPI35100072;72;TDM :Abdominopelvienne APC ;"14;000.00";"11;200.00";"2;800.00";;
04TPI35100073;73;TDM :Cavum APC;"12;000.00";"9;600.00";"2;400.00";;
04TPI35100074;74;TDM :Crane APC;"12;000.00";"9;600.00";"2;400.00";;
04TPI35100075;75;TDM :Crane SPC;"10;000.00";"8;000.00";"2;000.00";;
04TPI35100076;76;TDM :Extrémités APC;"12;000.00";"9;600.00";"2;400.00";;
04TPI35100077;77;TDM :Extrémités SPC;"9;000.00";"7;200.00";"1;800.00";;
04TPI35100078;78;TDM :Larynx APC;"12;000.00";"9;600.00";"2;400.00";;
04TPI35100079;79;TDM :Rachis cervical SPC;"9;000.00";"7;200.00";"1;800.00";;
04TPI35100080;80;TDM :Rachis dorsal SPC;"9;000.00";"7;200.00";"1;800.00";;
04TPI35100081;81;TDM :Rachis lombaire SPC;"9;000.00";"7;200.00";"1;800.00";;
04TPI35100082;82;TDM :Rochers SPC;"10;000.00";"8;000.00";"2;000.00";;
04TPI35100083;83;TDM :Sinus SPC;"10;000.00";"8;000.00";"2;000.00";;
04TPI35100084;84;TDM :Thorax APC;"13;000.00";"10;400.00";"2;600.00";;
04TPI35100085;85;Urinoscanner SPC;"10;000.00";"8;000.00";"2;000.00";;
04TPI35100086;86;Uro-scanner APC;"14;000.00";"11;200.00";"2;800.00";;
04TPC15010001;1;Abcès de la marge anale;"62;000.00  ";"49;600.00  ";"12;400.00  ";;
04TPC15010002;2;Abcès sous hépatique;"300;000.00  ";"240;000.00  ";"60;000.00  ";;
04TPC15010003;3;Adénome para thyroïdien;"160;000.00  ";"128;000.00  ";"32;000.00  ";;
04TPC15010004;4;Adénopathie inguinale;"80;000.00  ";"64;000.00  ";"16;000.00  ";;
04TPC15010005;5;Amputation abdomino-périnéale;"400;000.00  ";"250;000.00  ";"150;000.00  ";;
04TPC15010006;6;Angiocholite (LVBP infectée);"200;000.00  ";"160;000.00  ";"40;000.00  ";;
04TPC15010007;7;Appendicite aigue;"140;000.00  ";"112;000.00  ";"28;000.00  ";;
04TPA15010008;8;Cancer de la thyroïde;"300;000.00  ";"240;000.00  ";"60;000.00  ";;
04TPA15010009;9;Cancer du colon;"450;000.00  ";"250;000.00  ";"200;000.00  ";;
04TPC15010010;10;Cholécystite aigue lithiasique;"140;000.00  ";"112;000.00  ";"28;000.00  ";;
04TPC15010011;11;Cholécystite sous coelio;"160;000.00  ";"128;000.00  ";"32;000.00  ";;
04TPC15010012;12;"Cholédoque (cancer; déviation interne";"250;000.00  ";"200;000.00  ";"50;000.00  ";;
04TPC15010013;13;Circoncision adulte;"62;000.00  ";"49;600.00  ";"12;400.00  ";;
04TPC15010014;14;Circoncision enfant sous AG;"30;000.00  ";"24;000.00  ";"6;000.00  ";;
04TPC15010015;15;Circoncision enfant sous AL;"13;000.00  ";"10;400.00  ";"2;600.00  ";;
04TPC15010016;16;Colectomie segmentaire;"350;000.00  ";"250;000.00  ";"100;000.00  ";;
04TPC15010017;17;Colostomie simple;"170;000.00  ";"136;000.00  ";"34;000.00  ";;
04TPC15010018;18;Eventration + plaque;"150;000.00  ";"120;000.00  ";"30;000.00  ";;
04TPC15010019;19;Eventration + plaque biface;"190;000.00  ";"152;000.00  ";"38;000.00  ";;
04TPC15010020;20;Eventration simple;"140;000.00  ";"112;000.00  ";"28;000.00  ";;
04TPC15010021;21;Fissure anale;"70;000.00  ";"56;000.00  ";"14;000.00  ";;
04TPC15010022;22;Fistule anale complexe (très haute);"100;000.00  ";"80;000.00  ";"20;000.00  ";;
04TPC15010023;23;Fistule anale en fer à cheval;"90;000.00  ";"72;000.00  ";"18;000.00  ";;
04TPC15010024;24;Fistule anale récidivante ;"80;000.00  ";"64;000.00  ";"16;000.00  ";;
04TPC15010025;25;Fistule anale simple;"70;000.00  ";"56;000.00  ";"14;000.00  ";;
04TPC15010026;26;Fistule bilio-digestive;"500;000.00  ";"250;000.00  ";"250;000.00  ";;
04TPC15010027;27;Gastrectomie pour cancer;"500;000.00  ";"250;000.00  ";"250;000.00  ";;
04TPC15010028;28;Goitre plongeant;"180;000.00  ";"144;000.00  ";"36;000.00  ";;
04TPC15010029;29;Goitre Simple;"160;000.00  ";"128;000.00  ";"32;000.00  ";;
04TPC15010030;30;Gynécomastie bilatérale;"150;000.00  ";"120;000.00  ";"30;000.00  ";;
04TPC15010031;31;Gynécomastie unilatérale;"100;000.00  ";"80;000.00  ";"20;000.00  ";;
04TPC15010032;32;Hemi colectomie (D+G);"400;000.00  ";"250;000.00  ";"150;000.00  ";;
04TPC15010033;33;Hémi colectomie gauche;"320;000.00  ";"250;000.00  ";"70;000.00  ";;
04TPC15010034;34;Hémorroïdes simples;"75;000.00  ";"60;000.00  ";"15;000.00  ";;
04TPC15010035;35;Hémorroïdes trombosés;"90;000.00  ";"72;000.00  ";"18;000.00  ";;
04TPC15010036;36;Hernie avec plaque;"100;000.00  ";"80;000.00  ";"20;000.00  ";;
04TPC15010037;37;Hernie de la ligne blanche;"110;000.00  ";"88;000.00  ";"22;000.00  ";;
04TPC15010038;38;Hernie de la ligne blanche avec plaque;"120;000.00  ";"96;000.00  ";"24;000.00  ";;
04TPC15010039;39;Hernie diaphragmatique complète;"300;000.00  ";"240;000.00  ";"60;000.00  ";;
04TPC15010040;40;Hernie diaphragmatique simple;"200;000.00  ";"160;000.00  ";"40;000.00  ";;
04TPC15010041;41;Hernie hiatale;"150;000.00  ";"120;000.00  ";"30;000.00  ";;
04TPC15010042;42;Hernie inguinale bilatérale;"180;000.00  ";"144;000.00  ";"36;000.00  ";;
04TPC15010043;43;Hernie inguinale étranglée avec résection;"150;000.00  ";"120;000.00  ";"30;000.00  ";;
04TPC15010044;44;Hernie inguinale étranglée sans résection;"120;000.00  ";"96;000.00  ";"24;000.00  ";;
04TPC15010045;45;Hernie inguinale récidivante avec plaque ;"150;000.00  ";"120;000.00  ";"30;000.00  ";;
04TPC15010046;46;Hernie inguinale simple ;"90;000.00  ";"72;000.00  ";"18;000.00  ";;
04TPC15010047;47;Hernie ombilicale avec Plaque ;"120;000.00  ";"96;000.00  ";"24;000.00  ";;
04TPC15010048;48;Hernie ombilicale récidivante avec plaque;"120;000.00  ";"96;000.00  ";"24;000.00  ";;
04TPC15010049;49;Hernie ombilicale simple;"90;000.00  ";"72;000.00  ";"18;000.00  ";;
04TPC15010050;50;Kyste du cuir chevelu S/AI;"10;000.00  ";"8;000.00  ";"2;000.00  ";;
04TPC15010051;51;Kyste Hydatique de la rate (splénectomie);"250;000.00  ";"200;000.00  ";"50;000.00  ";;
04TPC15010052;52;Kyste hydatique infecté du poumon;"700;000.00  ";"250;000.00  ";"450;000.00  ";;
04TPC15010053;53;Kyste hydatique infectée du foie;"450;000.00  ";"250;000.00  ";"200;000.00  ";;
04TPC15010054;54;Kyste hydatique simple du foie;"350;000.00  ";"250;000.00  ";"100;000.00  ";;
04TPC15010055;55;Kyste hydatique simple du poumon;"600;000.00  ";"250;000.00  ";"350;000.00  ";;
04TPC15010056;56;Kyste pilonidal;"70;000.00  ";"56;000.00  ";"14;000.00  ";;
04TPC15010057;57;Kystes hydatiques multiples du foie;"400;000.00  ";"250;000.00  ";"150;000.00  ";;
04TPC15010058;58;Laparotomie exploratrice;"80;000.00  ";"64;000.00  ";"16;000.00  ";;
04TPC15010059;59;Laparotomie exploratrice sous coelio;"110;000.00  ";"88;000.00  ";"22;000.00  ";;
04TPC15010060;60;Lipome s/AG;"60;000.00  ";"48;000.00  ";"12;000.00  ";;
04TPC15010061;61;Lipome sous AL;"22;000.00  ";"17;600.00  ";"4;400.00  ";;
04TPC15010062;62;Lithiase vésiculaire classique;"120;000.00  ";"96;000.00  ";"24;000.00  ";;
04TPC15010063;63;Lithiase vésiculaire sous coelio;"140;000.00  ";"112;000.00  ";"28;000.00  ";;
04TPC15010064;64;Lobectomie simple;"150;000.00  ";"120;000.00  ";"30;000.00  ";;
04TPC15010065;65;Maladie de base DOW/ nodule toxique;"160;000.00  ";"128;000.00  ";"32;000.00  ";;
04TPC15010066;66;Occlusion intestinale bride;"170;000.00  ";"136;000.00  ";"34;000.00  ";;
04TPC15010067;67;Occlusion intestinale résection + rétablissement de continuité  ;"350;000.00  ";"250;000.00  ";"100;000.00  ";;
04TPC15010068;68;Occlusion intestinale résection colostomie sans RC;"300;000.00  ";"240;000.00  ";"60;000.00  ";;
04TPC15010069;69;Péritonite appendiculaire;"250;000.00  ";"200;000.00  ";"50;000.00  ";;
04TPC15010070;70;Péritonite par perforation d’ulcère;"250;000.00  ";"200;000.00  ";"50;000.00  ";;
04TPC15010071;71;Pneumonectomie totale;"1;000;000.00  ";"250;000.00  ";"750;000.00  ";;
04TPC15010072;72;Polype vésiculaire biliaire;"150;000.00  ";"120;000.00  ";"30;000.00  ";;
04TPC15010073;73;Polype vésiculaire biliaire (par coelio);"180;000.00  ";"144;000.00  ";"36;000.00  ";;
04TPC15010074;74;Prolapsus rectal;"180;000.00  ";"144;000.00  ";"36;000.00  ";;
04TPC15010075;75;Résection + anastomose;"370;000.00  ";"250;000.00  ";"120;000.00  ";;
04TPC15010076;76;Résection antérieure;"400;000.00  ";"250;000.00  ";"150;000.00  ";;
04TPC15010077;77;Résection antérieure basse;"400;000.00  ";"250;000.00  ";"150;000.00  ";;
04TPC15010078;78;Rétablissement de continuité digestive;"200;000.00  ";"160;000.00  ";"40;000.00  ";;
04TPC15010079;79;Splénectomie;"170;000.00  ";"136;000.00  ";"34;000.00  ";;
04TPC15010080;80;Sténose du pylore;"220;000.00  ";"176;000.00  ";"44;000.00  ";;
04TPC15010081;81;"Thromboses prolapsus (gradeIII;IV)";"140;000.00  ";"112;000.00  ";"28;000.00  ";;
04TPC15010082;82;Thyroïdectomie total;"160;000.00  ";"128;000.00  ";"32;000.00  ";;
04TPC15010083;83;Tumeur de grêle;"250;000.00  ";"200;000.00  ";"50;000.00  ";;
04TPC15010084;84;extraction dent de sagesse ;"12;000.00  ";"9;600.00  ";"2;400.00  ";;
04TPC15010085;85;rinoplastie esthétique et fonctionnel;"200;000.00  ";"160;000.00  ";"40;000.00  ";;
04TPC15010086;86;sequelles de brulures;"80;000.00  ";"64;000.00  ";"16;000.00  ";;
04TPC15010087;87;traumatisme de la face                                   ;"500;000.00  ";"250;000.00  ";"250;000.00  ";;
04TPC15010088;88;tumeur de la langue;"400;000.00  ";"250;000.00  ";"150;000.00  ";;
04TPC15010089;89;tumeur de la langue+curage ganglionnaire +reconstruction;"840;000.00  ";"250;000.00  ";"590;000.00  ";;
04TPC15010090;90;tumeur de la parotide;"300;000.00  ";"240;000.00  ";"60;000.00  ";;
04TPC15010091;91;tumeur face  interne joue avec curage +réparation ;"500;000.00  ";"250;000.00  ";"250;000.00  ";;
04TPC15010092;92;tumeur labial (lèvre) ;"310;000.00  ";"248;000.00  ";"62;000.00  ";;
04TPC15010093;93;tumeur labial (lèvre) +si curage           cervicale+reconstruction;"840;000.00  ";"250;000.00  ";"590;000.00  ";;
04TPC15010094;94;tumeur mandibulaire avec curage+reconstruction;"400;000.00  ";"250;000.00  ";"150;000.00  ";;
04TPC15010095;95;tumeur mandibulaire bénigne;"550;000.00  ";"250;000.00  ";"300;000.00  ";;
04TPC15010096;96;tumeur maxillaire bénigne ;"100;000.00  ";"80;000.00  ";"20;000.00  ";;
04TPC15010097;97;tumeur orbitaire bénigne ;"120;000.00  ";"96;000.00  ";"24;000.00  ";;
04TPC15010098;98;tumeur orbitaire maligne;"200;000.00  ";"160;000.00  ";"40;000.00  ";;
04TPC15010099;99;tummeurs cutanées;"70;000.00  ";"56;000.00  ";"14;000.00  ";;
04TPC15010100;100;ABCES DE LA CUISSE ;"130;000.00  ";"104;000.00  ";"26;000.00  ";;
04TPC15010101;101;ABLATION DE MATERIEL DU FEMUR ET HANCHE;"120;000.00  ";"96;000.00  ";"24;000.00  ";;
04TPC15010102;102;ABLATION DE MATERIEL JAMBE;"75;000.00  ";"60;000.00  ";"15;000.00  ";;
04TPC15010103;103;ABLATION MATERIEL RACHIS;"110;000.00  ";"88;000.00  ";"22;000.00  ";;
04TPC15010104;104;ALLONGEMENT TENDON D'ACHILLE;"100;000.00  ";"80;000.00  ";"20;000.00  ";;
04TPC15010105;105;AMPUTATION AVANT PIED;"120;000.00  ";"96;000.00  ";"24;000.00  ";;
04TPC15010106;106;AMPUTATION CUISSE ;"180;000.00  ";"144;000.00  ";"36;000.00  ";;
04TPC15010107;107;AMPUTATION JAMBE ;"130;000.00  ";"104;000.00  ";"26;000.00  ";;
04TPC15010108;108;AMPUTATION ORTEIL ;"90;000.00  ";"72;000.00  ";"18;000.00  ";;
04TPC15010109;109;ARTHRODESE;"150;000.00  ";"120;000.00  ";"30;000.00  ";;
04TPC15010110;110;ARTHRODESE;"150;000.00  ";"120;000.00  ";"30;000.00  ";;
04TPC15010111;111;ARTHRODESE ;"260;000.00  ";"208;000.00  ";"52;000.00  ";;
04TPC15010112;112;BENETT/ROLANDO;"100;000.00  ";"80;000.00  ";"20;000.00  ";;
04TPC15010113;113;BIOPSIE OSSEUSE: OS PROFOND;"100;000.00  ";"80;000.00  ";"20;000.00  ";;
04TPC15010114;114;BIOPSIE OSSEUSE: OS SUPERFITIEL;"90;000.00  ";"72;000.00  ";"18;000.00  ";;
04TPC15010115;115;BIOPSIE VERTEBRALE;"125;000.00  ";"100;000.00  ";"25;000.00  ";;
04TPC15010116;116;BUTEE DE HANCHE;"150;000.00  ";"120;000.00  ";"30;000.00  ";;
04TPC15010117;117;CAL VICIEU COUDE;"200;000.00  ";"160;000.00  ";"40;000.00  ";;
04TPC15010118;118;CAL VICIEUX 01 OS;"120;000.00  ";"96;000.00  ";"24;000.00  ";;
04TPC15010119;119;CAL VICIEUX 02 OS;"160;000.00  ";"128;000.00  ";"32;000.00  ";;
04TPC15010120;120;CAL VICIEUX DE FEMUR;"240;000.00  ";"192;000.00  ";"48;000.00  ";;
04TPC15010121;121;CAL VICIEUX JAMBE ;"180;000.00  ";"144;000.00  ";"36;000.00  ";;
04TPC15010122;122;CAL VICIEUX POIGNET;"110;000.00  ";"88;000.00  ";"22;000.00  ";;
04TPC15010123;123;CANAL CARPIEN ;"70;000.00  ";"56;000.00  ";"14;000.00  ";;
04TPC15010124;124;CANAL LOMBAIRE ETROIT AVEC OSTEOSYNTHESE;"200;000.00  ";"160;000.00  ";"40;000.00  ";;
04TPC15010125;125;CANAL LOMBAIRE ETROIT SANS OSTEOSYNTHESE;"170;000.00  ";"136;000.00  ";"34;000.00  ";;
04TPC15010126;126;COLONNE POSTERIEURE COTYLE;"200;000.00  ";"160;000.00  ";"40;000.00  ";;
04TPC15010127;127;CORPS ETRANGER CUISSE S/A.G;"90;000.00  ";"72;000.00  ";"18;000.00  ";;
04TPC15010128;128;CORPS ETRANGER GENOU S/A.G;"90;000.00  ";"72;000.00  ";"18;000.00  ";;
04TPC15010129;129;CULBITUS VARUS/VALGUS;"180;000.00  ";"144;000.00  ";"36;000.00  ";;
04TPC15010130;130;DECOLLEMENT EPIPHY EXT SUP;"160;000.00  ";"128;000.00  ";"32;000.00  ";;
04TPC15010131;131;DESEQUILIBRE ROTULIEN;"160;000.00  ";"128;000.00  ";"32;000.00  ";;
04TPC15010132;132;DIAPHYSE;"80;000.00  ";"64;000.00  ";"16;000.00  ";;
04TPC15010133;133;DOIGT A RESSAUT ;"70;000.00  ";"56;000.00  ";"14;000.00  ";;
04TPC15010134;134;DOUBLE LESION MENISCALE;"150;000.00  ";"120;000.00  ";"30;000.00  ";;
04TPC15010135;135;EMBROCHAGE 01 OS;"130;000.00  ";"104;000.00  ";"26;000.00  ";;
04TPC15010136;136;EMBROCHAGE 02 OS;"150;000.00  ";"120;000.00  ";"30;000.00  ";;
04TPC15010137;137;FR. ASTRAGALE;"130;000.00  ";"104;000.00  ";"26;000.00  ";;
04TPC15010138;138;FR. BIMALLEOLAIRE;"170;000.00  ";"136;000.00  ";"34;000.00  ";;
04TPC15010139;139;FR. CALCANEUM;"150;000.00  ";"120;000.00  ";"30;000.00  ";;
04TPC15010140;140;FR. METATARSE;"95;000.00  ";"76;000.00  ";"19;000.00  ";;
04TPC15010141;141;FR. PILON TIBAL;"170;000.00  ";"136;000.00  ";"34;000.00  ";;
04TPC15010142;142;FR. UNIMALLEOLAIRE;"130;000.00  ";"104;000.00  ";"26;000.00  ";;
04TPC15010143;143;FR.EXT.INFERIEUR FEMUR;"190;000.00  ";"152;000.00  ";"38;000.00  ";;
04TPC15010144;144;FRAC/01 OS AVANT BRAS ;"110;000.00  ";"88;000.00  ";"22;000.00  ";;
04TPC15010145;145;FRAC/02 OS AVANT BRAS;"160;000.00  ";"128;000.00  ";"32;000.00  ";;
04TPC15010146;146;FRACTURE CLAVICULE;"150;000.00  ";"120;000.00  ";"30;000.00  ";;
04TPC15010147;147;FRACTURE COL 5EME META;"80;000.00  ";"64;000.00  ";"16;000.00  ";;
04TPC15010148;148;FRACTURE COL FEMUR VISSAGE;"180;000.00  ";"144;000.00  ";"36;000.00  ";;
04TPC15010149;149;FRACTURE COMPLEXE ;40000.00;"32;000.00  ";"8;000.00  ";;
04TPC15010150;150;FRACTURE DE LA HANCHE (DHS) ;"180;000.00  ";"144;000.00  ";"36;000.00  ";;
04TPC15010151;151;FRACTURE DE LA HANCHE: CLOU PLAQUE;"160;000.00  ";"128;000.00  ";"32;000.00  ";;
04TPC15010152;152;FRACTURE DIAPHYSE DE L'HUMERUS;"200;000.00  ";"160;000.00  ";"40;000.00  ";;
04TPC15010153;153;FRACTURE DIAPHYSE FEMORALE;"190;000.00  ";"152;000.00  ";"38;000.00  ";;
04TPC15010154;154;FRACTURE DIAPHYSE FEMORALE GREFFE OSSEUSE;"210;000.00  ";"168;000.00  ";"42;000.00  ";;
04TPC15010155;155;FRACTURE DU COL DU FEMUR: PROTHESE DE MOORE ;"180;000.00  ";"144;000.00  ";"36;000.00  ";;
04TPC15010156;156;FRACTURE EXTREMITE INFERIEURE RADIUS ;"220;000.00  ";"176;000.00  ";"44;000.00  ";;
04TPC15010157;157;FRACTURE JAMBE;"150;000.00  ";"120;000.00  ";"30;000.00  ";;
04TPC15010158;158;FRACTURE OLECRANE;"120;000.00  ";"96;000.00  ";"24;000.00  ";;
04TPC15010159;159;FRACTURE OUVERTE DE L'AVANT BRAS FIXATEUR EXTERIEUR  01 OS;"160;000.00  ";"128;000.00  ";"32;000.00  ";;
04TPC15010160;160;FRACTURE OUVERTE DE L'AVANT BRAS FIXATEUR EXTERIEUR  02 OS;"220;000.00  ";"176;000.00  ";"44;000.00  ";;
04TPC15010161;161;FRACTURE PHALANGES;"80;000.00  ";"64;000.00  ";"16;000.00  ";;
04TPC15010162;162;FRACTURE PLATEAU TIBIAL;"130;000.00  ";"104;000.00  ";"26;000.00  ";;
04TPC15010163;163;FRACTURE RACHIS CERVICAL;"300;000.00  ";"240;000.00  ";"60;000.00  ";;
04TPC15010164;164;FRACTURE RACHIS DORSO-LOMBAIRE (C.D);"250;000.00  ";"200;000.00  ";"50;000.00  ";;
04TPC15010165;165;FRACTURE ROTULE;"130;000.00  ";"104;000.00  ";"26;000.00  ";;
04TPC15010166;166;FRACTURE SCAPHOIDE ;"120;000.00  ";"96;000.00  ";"24;000.00  ";;
04TPC15010167;167;FRACTURE SIMPLE ;20000.00;"16;000.00  ";"4;000.00  ";;
04TPC15010168;168;FRACTURE SUPRA CONDILIENNE ;"180;000.00  ";"144;000.00  ";"36;000.00  ";;
04TPC15010169;169;FRCTURE EXTREMITE SUP HUMERUS;"160;000.00  ";"128;000.00  ";"32;000.00  ";;
04TPC15010170;170;GENOU VALGUM;"160;000.00  ";"128;000.00  ";"32;000.00  ";;
04TPC15010171;171;HALLUX VALGUS;"110;000.00  ";"88;000.00  ";"22;000.00  ";;
04TPC15010172;172;HALLUX VALGUS + METATARSALGIE RAYON;"130;000.00  ";"104;000.00  ";"26;000.00  ";;
04TPC15010173;173;KIENBOCK (RACOURCISSEMENT) ;"130;000.00  ";"104;000.00  ";"26;000.00  ";;
04TPC15010174;174;KYSTE CREUX POPLITE ;"50;000.00  ";"40;000.00  ";"10;000.00  ";;
04TPC15010175;175;KYSTE PIED;"70;000.00  ";"56;000.00  ";"14;000.00  ";;
04TPC15010176;176;KYSTE SYNOVIAL FACE ANTERIEURE ;"60;000.00  ";"48;000.00  ";"12;000.00  ";;
04TPC15010177;177;LAMBEAU;"95;000.00  ";"76;000.00  ";"19;000.00  ";;
04TPC15010178;178;LAXITE CHEVILLE;"210;000.00  ";"168;000.00  ";"42;000.00  ";;
04TPC15010179;179;LESION COIFFE DES ROTATEURS;"170;000.00  ";"136;000.00  ";"34;000.00  ";;
04TPC15010180;180;LESION D'UN EXTENSEUR DE LA MAIN ;"55;000.00  ";"44;000.00  ";"11;000.00  ";;
04TPC15010181;181;LESIONS D'UN FLECHISSEUR DE LA MAIN;"55;000.00  ";"44;000.00  ";"11;000.00  ";;
04TPC15010182;182;LIGAMENT CROISE ANTERIEUR ;"230;000.00  ";"184;000.00  ";"46;000.00  ";;
